"id","place","HadExam","Age","Sex","Jobstt","height","weight","BMI","HealthIns","Wsttime","Wstmon","Lessbelqual","NotImp","Tangibles","Empathy","SuitFreq","SuffInfo","AttractInfo","ImpressInfo","PopularInfo"
"m00235","hanoi",1,18,"female","student",154,44,18.5528757,"yes","yes","yes","no","yes",3,5,"6m",4,4,3,4
"m00236","hanoi",1,18,"female","student",158,47,18.82711104,"yes","no","yes","yes","no",4,3,"12m",4,3,3,4
"m00237","hanoi",1,26,"male","stable",170,65,22.49134948,"yes","no","no","no","no",4,5,"6m",2,2,2,2
"m00238","hanoi",1,34,"male","stable",170,65,22.49134948,"yes","yes","no","no","yes",4,3,"12m",3,2,2,3
"m00239","hanoi",1,36,"male","stable",166,62,22.4996371,"yes","yes","no","no","no",2,4,"6m",1,2,2,3
"m00240","hanoi",1,26,"male","stable",183,61,18.21493625,"yes","yes","no","no","no",2,3,"6m",1,1,2,2
"m00241","hanoi",0,41,"male","stable",172,76,25.68956193,"yes","no","no","no","no",4,4,"12m",3,2,2,3
"m00242","hanoi",1,53,"female","stable",153,52,22.2136785,"yes","yes","no","no","no",4,3,"6m",3,5,5,4
"m00243","hanoi",1,24,"female","stable",160,70,27.34375,"yes","yes","no","no","yes",3,4,"6m",4,4,4,4
"m00244","hanoi",1,44,"male","stable",164,68,25.2825699,"yes","no","no","no","yes",4,5,"12m",2,2,2,2
"m00245","hanoi",0,23,"female","stable",155,48,19.97918835,"yes","no","no","no","yes",5,5,"6m",1,1,2,2
"m00246","hanoi",1,34,"male","stable",170,72,24.91349481,"yes","no","no","no","no",4,5,"6m",3,3,3,3
"m00247","hanoi",0,22,"female","stable",155,44,18.31425598,"yes","yes","no","no","yes",4,1,"12m",3,1,3,2
"m00248","hanoi",0,22,"male","student",170,55,19.03114187,"yes","yes","yes","no","no",4,2,"18m",4,4,4,2
"m00249","hanoi",0,21,"male","student",170,54,18.68512111,"yes","no","yes","no","yes",3,4,"6m",2,3,2,2
"m00250","hanoi",0,21,"female","student",167,47,16.8525225,"yes","yes","yes","yes","yes",3,4,"6m",2,2,2,2
"m00251","hanoi",1,25,"female","stable",158,51,20.42941836,"yes","yes","yes","no","yes",4,3,"12m",5,4,3,3
"m00252","hanoi",0,21,"female","student",162,48,18.28989483,"yes","yes","no","no","yes",4,3,"6m",2,2,2,2
"m00253","hanoi",0,22,"female","student",168,55,19.48696145,"yes","yes","yes","no","yes",2,3,"g18m",4,1,3,2
"m00254","hanoi",0,21,"female","student",155,48,19.97918835,"yes","yes","no","no","yes",4,2,"g18m",4,3,4,2
"m00255","hanoi",1,19,"female","student",153,43,18.36900337,"yes","yes","yes","yes","yes",2,2,"g18m",4,5,4,3
"m00256","hanoi",1,19,"female","student",160,45,17.578125,"yes","yes","no","no","no",4,1,"12m",4,3,4,4
"m00257","hanoi",1,19,"female","student",153,40,17.087445,"yes","yes","no","no","no",4,1,"g18m",1,2,3,4
"m00258","hanoi",1,19,"male","student",154,49,20.66115702,"yes","yes","yes","no","yes",3,4,"g18m",3,2,3,4
"m00259","hanoi",0,19,"male","student",170,50,17.30103806,"yes","no","no","no","yes",4,1,"g18m",5,3,3,1
"m00260","hanoi",0,20,"male","student",164,50,18.59012493,"yes","no","no","no","no",3,4,"6m",3,4,3,3
"m00261","hanoi",0,29,"male","unstable",162,59,22.48132907,"yes","no","no","no","yes",5,5,"6m",1,1,2,2
"m00262","hatinh",1,21,"male","student",170,50,17.30103806,"yes","no","no","no","no",4,3,"6m",4,2,3,2
"m00263","hanoi",1,27,"female","stable",165,68,24.97704316,"yes","no","no","no","no",3,2,"12m",3,2,2,1
"m00264","hoabinh",1,30,"female","stable",160,57,22.265625,"yes","no","no","no","no",4,4,"12m",2,3,2,2
"m00265","hanoi",0,30,"female","stable",153,44,18.7961895,"no","no","no","no","yes",4,5,"6m",3,2,3,3
"m00266","hanoi",0,26,"male","stable",175,60,19.59183673,"no","yes","yes","yes","yes",2,1,"g18m",5,3,3,2
"m00267","haiduong",1,25,"male","stable",165,62,22.77318641,"yes","yes","no","no","yes",4,5,"12m",3,4,2,3
"m00268","hanoi",0,31,"male","stable",166,55,19.95935549,"yes","no","no","no","yes",4,4,"g18m",3,2,2,4
"m00269","hanoi",1,32,"male","stable",163,60,22.58270917,"yes","no","no","no","no",3,3,"6m",4,4,2,3
"m00270","hanoi",0,27,"female","stable",160,55,21.484375,"yes","yes","yes","no","yes",3,2,"6m",5,4,5,4
"m00271","hanoi",0,25,"female","stable",148,40,18.26150475,"yes","no","no","no","yes",5,5,"12m",3,3,2,3
"m00272","hanoi",1,28,"female","unstable",152,44,19.04432133,"no","no","no","no","yes",3,3,"6m",4,4,4,3
"m00273","hanoi",0,19,"female","student",157,49,19.8791026,"yes","no","no","no","yes",4,3,"6m",2,2,2,2
"m00274","hungyen",1,46,"male","other",167,72,25.81663021,"yes","no","no","no","no",5,5,"6m",4,4,3,4
"m00275","hanoi",1,21,"female","student",158,46,18.42653421,"yes","no","no","no","yes",4,4,"6m",3,2,2,4
"m00276","hanoi",1,23,"male","stable",179.5,76.2,23.64972339,"no","no","no","yes","yes",5,5,"12m",4,4,5,4
"m00277","hanoi",0,24,"male","stable",171,60,20.51913409,"yes","yes","no","no","yes",4,4,"6m",2,2,2,2
"m00278","hanoi",1,27,"female","stable",150,60,26.66666667,"yes","yes","no","no","yes",5,5,"6m",3,4,3,2
"m00279","hanoi",0,35,"male","stable",167,65,23.30668005,"yes","yes","no","yes","no",3,2,"6m",2,1,1,1
"m00280","phutho",0,61,"female","housewife",156,57,23.42209073,"yes","yes","no","yes","no",3,4,"6m",4,3,3,3
"m00281","hanoi",1,26,"male","stable",172,65,21.97133586,"yes","no","no","no","no",5,4,"6m",3,1,2,2
"m00282","hanoi",1,37,"female","stable",152,53,22.93975069,"yes","no","no","no","no",4,5,"6m",2,1,1,2
"m00283","hanoi",1,34,"female","stable",156,47,19.31295201,"yes","no","no","no","yes",4,3,"12m",1,2,2,1
"m00284","hanoi",1,26,"female","stable",155,52,21.64412071,"yes","no","no","no","no",4,5,"6m",5,5,5,5
"m00285","hanoi",0,20,"male","student",187,78,22.30547056,"yes","no","no","no","yes",3,4,"6m",4,3,3,4
"m00286","hanoi",1,24,"female","stable",157,55,22.31327843,"yes","yes","no","no","no",4,5,"6m",3,2,2,4
"m00287","hanoi",1,22,"female","stable",163,50,18.81892431,"no","yes","no","no","no",3,5,"6m",3,3,3,4
"m00288","hanoi",1,18,"female","student",158,47,18.82711104,"yes","yes","yes","no","yes",3,3,"12m",2,2,2,2
"m00289","hanoi",1,24,"female","stable",164,52,19.33372992,"no","no","no","no","no",4,5,"6m",4,4,4,4
"m00290","hanoi",1,26,"male","stable",170,76,26.29757785,"yes","no","no","no","yes",4,4,"6m",2,3,3,3
"m00291","hanoi",1,26,"male","unstable",164,60,22.30814991,"no","yes","yes","no","no",2.5,3,"6m",2.5,3,2,2.5
"m00292","hanoi",0,28,"male","other",164,54,20.07733492,"yes","yes","no","no","no",5,5,"6m",1,1,1,1
"m00293","hanoi",1,26,"male","stable",175,70,22.85714286,"yes","yes","no","no","yes",3,2,"12m",2,2,2,2
"m00294","hanoi",0,24,"female","unstable",150,57,25.33333333,"no","no","no","no","no",4,3,"6m",4,2,1,3
"m00295","hanoi",0,22,"female","student",164,50,18.59012493,"yes","yes","yes","yes","yes",3,3,"6m",4,2,2,3
"m00296","hanoi",0,21,"female","student",158,43,17.22480372,"yes","yes","no","yes","no",2,3,"12m",4,3,4,3
"m00297","hanoi",0,21,"female","student",150,38,16.88888889,"yes","no","yes","yes","yes",4,4,"12m",5,4,2,1
"m00298","hanoi",0,21,"female","student",157,46,18.66201469,"yes","yes","no","no","no",3,3,"g18m",2,3,2,2
"m00299","hanoi",0,22,"female","student",160,60,23.4375,"yes","no","no","yes","no",2,2,"6m",3,5,2,1
"m00300","hanoi",0,22,"female","student",162,48,18.28989483,"yes","yes","yes","yes","yes",3,3,"6m",4,2,2,3
"m00301","hanoi",0,23,"female","student",157,43,17.44492677,"yes","yes","yes","yes","yes",3,3,"6m",4,2,2,3
"m00302","hanoi",0,22,"female","student",154,44,18.5528757,"yes","yes","yes","no","no",3,3,"6m",4,2,2,3
"m00303","hanoi",1,23,"female","student",153,45.7,19.52240591,"yes","yes","no","no","no",3,3,"6m",3,4,3,3
"m00304","hanoi",0,23,"female","student",158,40,16.02307323,"yes","yes","no","yes","yes",3,1,"6m",1,3,3,3
"m00305","hanoi",1,22,"female","student",154,44,18.5528757,"yes","yes","no","yes","yes",3,4,"6m",2,3,3,3
"m00306","hanoi",0,40,"male","stable",164,87,32.34681737,"yes","yes","no","no","yes",4,3,"12m",3,2,3,2
"m00307","hanoi",0,24,"male","student",170,64,22.14532872,"no","no","no","no","no",3,2,"6m",1,1,1,1
"m00308","hanoi",1,26,"female","stable",153,46,19.65056175,"yes","no","no","no","yes",5,5,"12m",2,2,2,2
"m00309","hanoi",1,25,"male","stable",170,62,21.4532872,"no","no","no","no","no",4,4,"6m",4,3,2,3
"m00310","hanoi",0,23,"female","student",160,51,19.921875,"yes","yes","yes","yes","yes",2,2,"12m",3,3,3,4
"m00311","hanoi",0,31,"female","stable",163,48,18.06616734,"yes","no","no","no","yes",3,2,"6m",3,2,2,2
"m00312","hanoi",1,25,"female","stable",160,56,21.875,"yes","no","no","no","no",3,3,"6m",2,1,2,2
"m00313","hanoi",1,26,"male","stable",170,57,19.72318339,"yes","no","no","no","no",4.5,4,"12m",4,5,4,4
"m00314","hanoi",0,24,"female","stable",155,54,22.47658689,"no","yes","no","no","no",4,4.5,"6m",5,4.5,5,5
"m00315","hanoi",0,29,"female","stable",160,56,21.875,"yes","no","no","no","no",5,5,"6m",1,1,2,2
"m00316","hanoi",0,26,"female","housewife",150,40,17.77777778,"no","no","no","no","yes",3,3,"g18m",2,3,2,3
"m00317","hanoi",1,26,"female","stable",150,49,21.77777778,"yes","yes","yes","no","no",4,3,"6m",2,3,2,1
"m00318","hanoi",1,28,"male","stable",178,75,23.67125363,"yes","no","no","no","yes",4,4,"6m",3,3,2,3
"m00319","hanoi",0,31,"female","housewife",160,58,22.65625,"no","no","no","no","yes",5,4,"12m",1,1,2,3
"m00320","hanoi",0,22,"male","stable",170,53,18.33910035,"yes","yes","no","no","yes",5,5,"6m",4,2,3,3.5
"m00321","hanoi",0,23,"male","student",175,55,17.95918367,"yes","no","yes","no","no",4,3,"12m",1,1,1,1
"m00322","hanoi",0,20,"female","student",161,57,21.98989237,"yes","yes","yes","yes","no",3,3,"g18m",2,2,3,2
"m00323","hanoi",1,23,"female","student",159,47,18.59103675,"yes","yes","yes","yes","yes",4,5,"12m",2,3,2,3
"m00324","hanoi",0,25,"female","other",170,56,19.37716263,"yes","no","no","yes","yes",1,2,"12m",2,2,3,3
"m00325","hanoi",0,20,"female","student",160,45,17.578125,"yes","yes","yes","yes","yes",1,1,"6m",2,1,1,1
"m00326","hanoi",1,21,"male","student",170,75,25.95155709,"yes","no","no","no","no",4,4,"12m",1,1,1,1
"m00327","hanoi",0,20,"female","student",158,42,16.82422689,"yes","yes","no","no","yes",3,2,"12m",2,4,3,5
"m00328","hanoi",0,20,"female","student",165,53,19.46740129,"yes","yes","yes","yes","yes",2,2,"12m",3,2,3,4
"m00329","hanoi",0,22,"female","student",165,45,16.52892562,"yes","yes","yes","yes","yes",4,2,"g18m",3,2,2,3
"m00330","hanoi",0,22,"female","unstable",163,45,16.93703188,"yes","no","yes","no","yes",3,2,"12m",3,1,2,2
"m00331","hanoi",0,24,"female","student",152,45,19.47714681,"yes","yes","yes","no","yes",3,3,"g18m",3,2,2,2
"m00332","hanoi",1,23,"female","student",160,54,21.09375,"yes","yes","yes","yes","yes",4,3,"g18m",3,2,2,2
"m00333","hanoi",0,19,"female","student",154,41,17.2879069,"yes","no","no","no","no",2,2,"18m",2,2,4,4
"m00334","nghean",1,20,"female","student",152,39,16.88019391,"yes","yes","yes","no","yes",3,4,"18m",2,2,2,2
"m00335","thanhhoa",0,22,"female","student",160,52,20.3125,"yes","no","yes","no","yes",2,5,"12m",2,3,1,4
"m00336","hanoi",0,22,"female","student",155,45,18.73048907,"yes","yes","yes","no","yes",3,5,"12m",4,3,4,4
"m00337","bacgiang",0,21,"male","student",172,58,19.605192,"yes","yes","yes","yes","yes",3,2,"12m",2,3,4,1
"m00338","nghean",0,22,"female","student",152,41,17.74584488,"yes","no","no","no","yes",3,5,"g18m",2,2,3,3
"m00339","hanoi",0,29,"male","stable",174,58,19.15708812,"yes","yes","no","no","yes",3,3,"6m",4,3,2,2
"m00340","hanoi",1,26,"female","housewife",158,50,20.02884153,"yes","no","no","no","no",4,5,"6m",1,1,1,1
"m00341","hanoi",1,25,"female","stable",157,43,17.44492677,"yes","yes","no","no","yes",4,4,"6m",3,2,3,3
"m00342","hanoi",0,25,"female","unstable",154,46,19.39618823,"no","no","no","no","yes",5,5,"g18m",4,4,4,4
"m00343","hanoi",1,34,"female","stable",162,53,20.19509221,"yes","no","no","no","yes",3,5,"6m",4,4,4,4
"m00344","hanoi",1,31,"female","housewife",158,55,22.03172568,"yes","yes","yes","no","yes",5,5,"6m",2,2,2,3
"m00345","hanoi",0,26,"male","stable",170,65,22.49134948,"yes","yes","no","no","yes",4,5,"6m",1,1,1,1
"m00346","hanoi",0,20,"female","student",166,55,19.95935549,"yes","no","no","no","yes",4,4,"12m",3,3,3,4
"m00347","hanoi",0,20,"female","student",155,45,18.73048907,"yes","no","yes","no","yes",3,2,"12m",2,2,2,2
"m00348","hanoi",0,21,"female","student",162,48,18.28989483,"yes","yes","yes","yes","yes",5,4,"g18m",5,5,5,5
"m00349","hanoi",0,20,"male","student",160,57,22.265625,"yes","no","no","no","yes",2,3,"g18m",2,3,2,4
"m00350","hanoi",0,20,"female","student",148,42,19.17457999,"yes","yes","yes","yes","yes",3,1,"12m",3,2,4,1
"m00351","hanoi",1,27,"female","stable",150,45,20,"yes","yes","yes","no","yes",5,5,"6m",1,1,1,2
"m00352","hanoi",1,33,"male","stable",170,64,22.14532872,"yes","no","no","no","no",4,5,"6m",2,2,2,3
"m00353","hanoi",1,20,"female","student",155,43,17.89802289,"yes","no","no","no","yes",3,1,"6m",1,1,2,2
"m00354","hanoi",1,40,"female","housewife",152,46,19.9099723,"yes","no","no","no","no",5,5,"6m",3,3,3,3
"m00355","hanoi",1,30,"female","stable",159,60,23.7332384,"yes","no","no","no","no",4,5,"6m",1,1,2,2
"m00356","hungyen",0,20,"female","student",153,40,17.087445,"yes","yes","no","no","no",3,2,"6m",4,4,4,2
"m00357","hanoi",0,33,"male","stable",168,53,18.77834467,"no","no","no","no","no",5,5,"6m",2,2,2,3
"m00358","hanoi",0,35,"male","stable",163,57,21.45357371,"yes","no","no","no","no",4,5,"6m",2,1,1,2
"m00359","hanoi",0,27,"female","housewife",160,43,16.796875,"no","yes","no","no","yes",2,1,"6m",1,1,1,1
"m00360","hanoi",1,30,"male","unstable",168,50,17.7154195,"no","yes","no","no","yes",5,2,"12m",2,1,2,2
"m00361","hanoi",1,26,"female","housewife",165,41,15.05968779,"no","no","no","no","no",5,5,"6m",3,2,2,3
"m00362","hanoi",1,33,"female","stable",160,54,21.09375,"yes","no","no","no","no",4,5,"6m",1,1,1,1
"m00363","hanoi",1,25,"female","stable",157,47,19.06771066,"yes","no","no","no","no",4,3,"6m",1,1,1,1
"m00364","hanoi",0,26,"female","stable",163,48.5,18.25435658,"yes","no","no","no","yes",5,5,"12m",1,1,1,2
"m00365","hanoi",0,22,"female","student",154,42,17.70956316,"yes","yes","yes","no","no",2,4,"g18m",2,4,3,2
"m00366","hanoi",1,23,"male","stable",165,48,17.63085399,"yes","no","yes","no","no",3,4,"6m",3,2,3,2
"m00367","bacninh",0,22,"female","stable",157,48,19.47340663,"yes","yes","yes","yes","yes",3,2,"12m",4,2,2,3
"m00368","hanoi",0,22,"male","student",165,58,21.30394858,"yes","no","no","no","yes",3,1,"12m",3,2,3,4
"m00369","hanoi",1,32,"female","stable",163,64,24.08822312,"yes","yes","yes","yes","yes",3,5,"12m",2,2,2,4
"m00370","hanoi",0,27,"female","housewife",155,40,16.64932362,"no","no","no","no","yes",5,5,"6m",1,1,1,1
"m00371","hanoi",1,32,"female","stable",152,43,18.61149584,"yes","no","no","no","no",4,5,"6m",4,4,4,3
"m00372","hanoi",1,28,"male","stable",172,58,19.605192,"yes","no","no","no","yes",2.5,5,"g18m",1,1,1,1.5
"m00373","hanoi",0,32,"female","stable",158,44,17.62538055,"yes","yes","no","no","yes",4,3,"6m",1,1,2,2
"m00374","hanoi",0,23,"female","student",153,40,17.087445,"no","no","no","no","no",3,3,"6m",1,4,3,3
"m00375","hanoi",1,27,"female","stable",155,46,19.14672216,"no","no","no","no","no",5,5,"6m",4,4,3,3
"m00376","hanoi",1,26,"male","stable",175,64,20.89795918,"no","no","no","no","yes",5,5,"6m",2,2,2,3
"m00377","hanoi",1,31,"female","stable",163,48,18.06616734,"yes","no","no","no","no",5,5,"6m",5,4,4,2
"m00378","hanoi",1,29,"male","stable",158,51,20.42941836,"yes","no","no","no","yes",5,5,"12m",1,1,1,1
"m00379","hanoi",1,23,"female","stable",155,60,24.97398543,"yes","yes","no","no","no",5,5,"6m",4,3,3,4
"m00380","hanoi",1,30,"female","unstable",165,57,20.93663912,"no","no","no","no","no",5,5,"6m",1,1,1,1
"m00381","hanoi",1,28,"female","stable",162,55,20.95717116,"yes","yes","no","no","yes",3,3,"6m",2,1,2,2
"m00382","hanoi",0,28,"female","stable",157,57,23.12467037,"yes","yes","no","no","no",4,4,"6m",4,4,4,4
"m00383","hanoi",0,28,"female","unstable",158,44,17.62538055,"no","yes","yes","no","yes",3,4,"12m",3,4,3,3
"m00384","thainguyen",1,20,"female","other",156,50,20.54569362,"yes","no","no","no","no",3,5,"6m",2,2,1,2
"m00385","hanoi",0,26,"male","unstable",165,53,19.46740129,"no","no","no","no","yes",3,2,"6m",3,3,3,4
"m00386","hanoi",1,31,"female","stable",150,46,20.44444444,"yes","no","no","yes","yes",4,4,"12m",3,3,3,4
"m00387","hanoi",0,34,"female","housewife",157,52,21.09619051,"yes","no","no","no","yes",5,5,"6m",2,2,3,3
"m00388","hanoi",1,37,"female","stable",157,52,21.09619051,"yes","no","no","no","no",5,5,"6m",3,5,3,3
"m00389","hanoi",1,54,"female","retirer",150,55,24.44444444,"yes","no","no","no","no",2.5,2,"12m",5,3,2,2
"m00390","hanoi",1,21,"female","stable",152,46,19.9099723,"yes","no","no","no","no",4,3.5,"6m",2,1,2,2.5
"m00391","hanoi",1,21,"male","student",175,58,18.93877551,"yes","no","no","no","yes",4,5,"6m",4,4,3,3
"m00392","hanoi",0,30,"male","stable",177,75,23.93948099,"no","no","no","no","yes",3,3,"12m",3,3,2,2
"m00393","hanoi",0,27,"male","unstable",174,55,18.16620425,"no","no","no","no","yes",4,5,"6m",1,1,2,1
"m00394","hanoi",0,23,"female","unstable",150,44,19.55555556,"yes","yes","no","no","no",4,5,"6m",4,5,5,5
"m00395","hanoi",1,43,"female","stable",151,52,22.80601728,"yes","no","no","no","no",3,3,"6m",2,2,2,2
"m00396","hanoi",1,31,"male","stable",176,64,20.66115702,"no","yes","no","no","yes",4.5,5,"6m",2,2,5,2
"m00397","hanoi",1,25,"female","stable",157,45,18.25631871,"no","yes","yes","yes","yes",5,5,"6m",2,2,2,2
"m00398","hanoi",0,27,"male","stable",168,60,21.2585034,"yes","no","no","no","yes",5,5,"6m",1,1,1,1
"m00399","hanoi",1,29,"male","stable",170,60,20.76124567,"yes","no","no","no","yes",5,5,"6m",3,2,4,1
"m00400","nghean",0,29,"male","stable",173,71,23.72281065,"yes","yes","no","no","no",3,2,"12m",1,1,1,1
"m00401","hanoi",1,22,"female","student",167,49,17.56965112,"yes","yes","no","no","no",4,4,"6m",2,2,2,2
"m00402","hanoi",1,24,"male","stable",172,76,25.68956193,"yes","no","no","no","yes",5,5,"6m",3,3,3,3
"m00403","thainguyen",1,28,"female","stable",160,49,19.140625,"yes","yes","no","no","yes",2,2,"6m",1,2,1,2
"m00404","hanoi",1,24,"male","stable",170,64,22.14532872,"yes","yes","yes","no","no",5,5,"6m",1,1,1,2
"m00405","hanoi",0,24,"female","stable",150,50,22.22222222,"yes","no","no","no","no",2,2,"6m",2,2,2,3
"m00406","hanoi",1,28,"female","housewife",160,52,20.3125,"yes","yes","no","no","yes",4,5,"6m",3,2,3,3
"m00407","hanoi",1,21,"female","other",150,45,20,"no","no","no","no","no",3,4,"6m",5,5,5,5
"m00408","hanoi",1,24,"female","stable",155,58,24.14151925,"yes","no","no","no","yes",5,5,"6m",2,2,2,2
"m00409","hanoi",1,20,"female","stable",150,45,20,"no","yes","no","no","yes",3,3,"g18m",1,1,1,1
"m00410","hanoi",1,27,"female","stable",158,55,22.03172568,"yes","no","no","no","no",3,4,"6m",3,4,4,3
"m00411","hanoi",1,26,"female","stable",152,40,17.31301939,"yes","yes","no","no","yes",3,1,"6m",2,1,2,3
"m00412","hanoi",1,32,"male","stable",170,52,17.99307958,"yes","no","no","no","no",4,5,"6m",3,4,3,3
"m00413","hanoi",0,38,"male","stable",172,60,20.2812331,"yes","no","no","no","yes",5,5,"6m",1,1,1,1
"m00414","hanoi",1,34,"male","stable",165,49,17.99816345,"no","no","no","no","no",3,1,"6m",1,1,1,1
"m00415","hungyen",0,31,"female","stable",150,50,22.22222222,"yes","yes","no","no","yes",5,2,"6m",4,2,3,2
"m00416","thaibinh",1,28,"female","stable",156,46,18.90203813,"yes","no","no","no","yes",3,4,"6m",2,2,2,2
"m00417","hanoi",1,28,"female","stable",157,50,20.28479857,"yes","no","no","no","yes",3,5,"6m",3,4,3,3
"m00418","thaibinh",1,30,"female","stable",154,45,18.97453196,"yes","no","no","no","yes",4.5,5,"6m",3,4,4,4
"m00419","hanoi",1,44,"male","stable",168,75,26.57312925,"yes","yes","no","no","no",2,3,"6m",1,1,1,1
"m00420","hanoi",1,38,"male","stable",175,70,22.85714286,"yes","no","no","no","no",3,5,"6m",3,2,2,2
"m00421","hanoi",1,29,"male","stable",170,54,18.68512111,"yes","no","no","no","yes",3,4,"6m",1,2,2,2
"m00422","hanoi",0,24,"male","stable",171,74,25.30693205,"yes","yes","no","yes","yes",4,4,"6m",1,1,1,1
"m00423","hanoi",0,23,"male","stable",165,56,20.56932966,"yes","yes","no","no","no",3,3,"6m",3,3,3,3
"m00424","hanoi",1,25,"female","stable",155,45,18.73048907,"yes","yes","no","no","no",5,5,"6m",5,4,3,2
"m00425","hanoi",1,26,"female","stable",150,43,19.11111111,"yes","no","no","no","no",5,5,"6m",5,5,5,5
"m00426","nghean",1,24,"male","stable",167,60,21.51385851,"yes","yes","yes","no","yes",3,3,"6m",3,3,3,3
"m00427","thanhhoa",0,24,"male","stable",173,59,19.71332153,"no","no","no","yes","no",2,5,"g18m",2,1,3,2
"m00428","hanoi",1,29,"male","stable",175,70,22.85714286,"yes","no","no","no","no",4,1,"12m",5,4,5,4
"m00429","hanoi",0,24,"male","stable",172,58,19.605192,"yes","no","no","no","no",3,3,"6m",3,3,3,3
"m00430","hanoi",0,25,"male","stable",168,52,18.42403628,"yes","no","no","no","no",3,3,"6m",3,3,3,3
"m00431","hanoi",1,29,"male","stable",167,68,24.38237298,"yes","no","no","no","no",4,3,"12m",4,4,3,4
"m00432","hanoi",0,23,"female","student",155,45,18.73048907,"yes","no","no","no","no",4,5,"6m",4,4,5,3
"m00433","hanoi",0,21,"female","student",160,45,17.578125,"yes","yes","yes","no","no",5,4,"6m",5,4,4,5
"m00434","hanoi",0,18,"female","student",158,40.5,16.22336164,"no","yes","yes","yes","yes",5,5,"g18m",1,1,1,1
"m00435","hanoi",0,25,"male","student",168,53,18.77834467,"yes","no","yes","no","no",2,4,"g18m",3,2,3,4
